Casa,Brand,Family,Item Code,Smart,Inches,Resolution,Tot Qty,Unit Price,Revenue,Refresh Rate,Sound Quality,Connectivity Options,Energy Efficiency,Pixel Density (PPI),Response Time (ms),Month
Bekaa,Sony,LED,PLED45S,Yes,40,HD,111,100,11100,60,Premium,3,B,53.72944317,10,October
Mount Lebanon,LG,LED,PLED40,Yes,55,HD,101,100,10100,60,Enhanced,3,D,55.07267925,10,October
Beirut,LG,LED,PLED43,Yes,52,HD,12,100,1200,60,Premium,3,E,40.05285764,10,October
Beirut,LG,LED,PLED50S,Yes,40,FHD,86,100,8600,60,Basic,3,D,67.78175908,10,October
Beirut,Sony,LED,PLED41,Yes,65,FHD,110,100,11000,120,Basic,3,D,80.10571528,4,October
Beirut,Samsung,LED,LED58U,Yes,75,UHD,103,100,10300,120,Enhanced,3,D,107.4588863,4,October
South,Panasonic,LED,LED65U,Yes,43,HD,81,100,8100,60,Enhanced,3,C,32.63566178,10,October
North,TCL,LED,T41,Yes,58,FHD,92,100,9200,60,Enhanced,3,C,19.58139707,10,October
North,Panasonic,LED,T43,Yes,55,FHD,25,100,2500,120,Basic,3,C,110.1453585,4,October
North,Sony,LED,PLED40,Yes,50,FHD,86,100,8600,120,Premium,3,D,28.24239962,4,October
Mount Lebanon,TCL,LED,LED58U,Yes,43,UHD,81,100,8100,60,Premium,3,C,42.36359942,10,October
Bekaa,TCL,LED,PLED29,Yes,58,HD,87,100,8700,120,Basic,3,C,97.90698534,4,October
South,Samsung,LED,LED50S,Yes,45,HD,102,100,10200,60,Premium,3,B,176.2325736,10,October
Beirut,TCL,LED,T32,Yes,50,UHD,84,100,8400,120,Premium,3,A,67.78175908,4,October
Beirut,Sony,LED,T58,Yes,65,HD,109,100,10900,120,Basic,3,A,44.0581434,4,October
North,LG,LED,PLED41,Yes,65,UHD,58,100,5800,120,Basic,3,B,42.36359942,4,October
Bekaa,Samsung,LED,PLE45S,Yes,40,UHD,110,100,11000,120,Premium,3,B,29.3720956,4,October
North,Panasonic,LED,LED50S,Yes,40,HD,121,123,14883,120,Premium,3,A,37.9811581,4,October
Beirut,Samsung,LED,LED65U,Yes,45,FHD,93,127,11811,60,Premium,3,C,176.2325736,10,October
Beirut,Panasonic,LED,PLED40,Yes,55,UHD,98,136,13328,120,Enhanced,3,E,40.05285764,4,October
South,Panasonic,LED,LED55,Yes,55,HD,44,164,7216,120,Basic,3,E,107.4588863,4,October
Beirut,LG,LED,LED55U,Yes,52,HD,90,171,15390,60,Enhanced,3,B,33.89087954,10,October
North,TCL,LED,LED 55U,Yes,43,FHD,127,184,23368,120,Enhanced,3,D,58.7441912,4,October
Beirut,TCL,LED,LED55U,Yes,40,FHD,95,193,18335,60,Basic,3,B,51.2303993,10,October
Mount Lebanon,Sony,LED,LED50S,Yes,45,UHD,102,198,20196,60,Basic,3,C,37.9811581,10,October
South,Samsung,LED,T50,Yes,75,FHD,86,205,17630,60,Basic,3,A,44.0581434,10,October
Bekaa,Panasonic,LED,LED 55U,Yes,50,FHD,93,218,20274,60,Basic,3,B,176.2325736,10,October
North,Panasonic,LED,PLED45S,Yes,55,HD,42,235,9870,120,Premium,3,B,68.84084907,4,October
South,Samsung,LED,PLED25,Yes,40,HD,93,261,24273,60,Basic,2,D,58.7441912,10,October
Beirut,LG,LED,PLED40S,Yes,40,HD,102,262,26724,60,Basic,2,D,36.7151195,10,October
South,LG,LED,LED65U,Yes,40,HD,93,267,24831,120,Basic,2,D,67.78175908,4,October
Beirut,LG,LED,LED65U,Yes,40,HD,99,268,26532,120,Basic,2,D,67.78175908,4,October
South,Samsung,LED,PLED43S,Yes,40,HD,93,269,25017,60,Basic,2,D,51.2303993,10,October
Beirut,Samsung,LED,LED55U,Yes,40,FHD,102,275,28050,120,Basic,2,D,80.10571528,4,October
South,Samsung,LED,PLED29,Yes,40,FHD,93,277,25761,60,Basic,2,D,50.64154414,10,October
South,LG,LED,PLED32,Yes,40,FHD,93,277,25761,60,Basic,2,D,45.89389938,10,October
South,TCL,LED,LED50S,Yes,40,FHD,93,277,25761,120,Premium,2,D,32.63566178,4,October
South,Samsung,LED,PLED45S,Yes,40,FHD,93,278,25854,60,Basic,2,D,32.63566178,10,October
South,Samsung,LED,PLED50,Yes,40,FHD,93,281,26133,60,Basic,2,D,29.3720956,10,October
Beirut,Samsung,LED,LED50S,Yes,40,FHD,100,284,28400,60,Premium,2,D,33.89087954,10,October
South,LG,LED,LED50U,Yes,40,UHD,93,289,26877,60,Basic,2,D,88.1162868,10,October
South,LG,LED,PLED32,Yes,52,FHD,87,290,25230,60,Premium,3,B,53.72944317,10,October
Beirut,Samsung,LED,PLED32S,Yes,40,UHD,98,291,28518,60,Basic,2,D,45.89389938,10,October
Beirut,Panasonic,LED,PLED50S,Yes,43,HD,110,292,32120,60,Enhanced,3,D,176.2325736,10,October
Bekaa,LG,LED,T41,Yes,75,UHD,112,293,32816,60,Basic,3,B,84.72719885,10,October
South,Samsung,LED,PLED32S,Yes,40,UHD,93,294,27342,60,Basic,2,D,45.89389938,10,October
South,Samsung,LED,PLED25,Yes,40,UHD,93,298,27714,60,Basic,2,D,58.7441912,10,October
South,Samsung,LED,PLED50S,Yes,40,UHD,93,300,27900,60,Basic,2,D,29.3720956,10,October
South,TCL,LED,PLED50S,Yes,43,HD,76,300,22800,120,Enhanced,3,C,58.7441912,4,October
South,LG,LED,T58,Yes,43,HD,76,322,24472,120,Enhanced,3,D,51.2303993,4,October
Mount Lebanon,Samsung,LED,PLED41,Yes,52,HD,93,325,30225,120,Enhanced,3,B,151.9246324,4,October
South,TCL,LED,T50,Yes,52,FHD,62,328,20336,60,Basic,3,C,102.4607986,10,October
North,Samsung,LED,LED50S,Yes,43,HD,83,329,27307,60,Basic,2,D,29.3720956,10,October
South,Sony,LED,PLED43S,Yes,52,UHD,88,329,28952,60,Basic,2,B,40.05285764,10,October
Beirut,Samsung,LED,PLED50S,Yes,43,HD,102,330,33660,60,Basic,2,D,29.3720956,10,October
North,LG,LED,LED55,Yes,43,HD,82,331,27142,120,Basic,2,D,40.05285764,4,October
South,Panasonic,LED,LED55U,Yes,43,HD,93,332,30876,120,Basic,2,D,80.10571528,4,October
North,LG,LED,PLED32,Yes,43,HD,82,333,27306,60,Basic,2,D,45.89389938,10,October
North,LG,LED,PLED29,Yes,43,HD,82,333,27306,60,Basic,2,D,50.64154414,10,October
South,Sony,LED,PLED32,Yes,52,HD,102,334,34068,60,Premium,3,C,75.96231621,10,October
Beirut,Panasonic,LED,PLED50,Yes,43,HD,102,336,34272,60,Basic,2,D,29.3720956,10,October
South,LG,LED,PLED32,Yes,43,HD,93,336,31248,60,Basic,2,D,45.89389938,10,October
South,LG,LED,LED55U,Yes,43,HD,93,337,31341,120,Basic,2,C,80.10571528,4,October
Beirut,Panasonic,LED,PLED32S,Yes,43,HD,99,337,33363,60,Basic,2,C,45.89389938,10,October
North,LG,LED,PLED32S,Yes,43,HD,82,341,27962,60,Basic,2,C,45.89389938,10,October
South,Panasonic,LED,PLED50S,Yes,43,HD,93,342,31806,60,Basic,2,C,29.3720956,10,October
South,LG,LED,LED65U,Yes,43,HD,93,342,31806,120,Basic,2,C,67.78175908,4,October
Beirut,Panasonic,LED,PLED50S,Yes,43,HD,99,342,33858,60,Basic,2,C,29.3720956,10,October
South,Panasonic,LED,PLED40S,Yes,43,HD,93,342,31806,60,Basic,2,C,36.7151195,10,October
Beirut,Panasonic,LED,PLED32,Yes,43,FHD,102,343,34986,60,Basic,2,C,45.89389938,10,October
Beirut,Panasonic,LED,PLED43S,Yes,43,FHD,100,343,34300,60,Basic,2,C,51.2303993,10,October
Beirut,Panasonic,LED,PLED25,Yes,43,FHD,99,344,34056,60,Basic,2,C,58.7441912,10,October
South,Samsung,LED,LED50S,Yes,43,UHD,93,345,32085,120,Premium,2,C,48.95349267,4,October
North,LG,LED,PLED32S,Yes,43,FHD,83,345,28635,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED43S,Yes,43,FHD,82,348,28536,60,Basic,2,C,51.2303993,10,October
North,LG,LED,PLED29,Yes,43,FHD,82,350,28700,60,Basic,2,C,50.64154414,10,October
North,LG,LED,LED55U,Yes,43,FHD,82,351,28782,120,Basic,2,C,80.10571528,4,October
Beirut,LG,LED,PLED40S,Yes,43,FHD,102,352,35904,60,Basic,2,C,36.7151195,10,October
North,Panasonic,LED,PLED43S,Yes,43,FHD,82,352,28864,60,Basic,2,C,51.2303993,10,October
Beirut,LG,LED,LED50U,Yes,43,FHD,98,354,34692,60,Basic,2,C,88.1162868,10,October
Beirut,LG,LED,PLED32,Yes,43,FHD,102,354,36108,60,Basic,2,C,45.89389938,10,October
Beirut,LG,LED,PLED32,Yes,43,FHD,99,354,35046,60,Basic,2,C,45.89389938,10,October
South,LG,LED,LED55,Yes,43,FHD,93,355,33015,120,Basic,2,C,40.05285764,4,October
South,LG,LED,PLED32S,Yes,43,FHD,93,355,33015,60,Basic,2,C,45.89389938,10,October
Beirut,Panasonic,LED,PLED25,Yes,43,UHD,101,356,35956,60,Basic,2,C,58.7441912,10,October
South,LG,LED,PLED43,Yes,43,UHD,93,357,33201,60,Basic,2,C,51.2303993,10,October
North,Panasonic,LED,PLE45S,Yes,55,FHD,101,357,36057,120,Premium,3,D,151.9246324,4,October
North,Panasonic,LED,LED55,Yes,43,UHD,81,358,28998,120,Basic,2,C,40.05285764,4,October
North,LG,LED,PLED32S,Yes,43,UHD,82,358,29356,60,Basic,2,C,45.89389938,10,October
Beirut,Panasonic,LED,PLED50,Yes,43,UHD,100,358,35800,60,Basic,2,C,29.3720956,10,October
South,Panasonic,LED,PLED32,Yes,43,UHD,93,358,33294,60,Basic,2,C,45.89389938,10,October
Beirut,Sony,LED,PLED25,Yes,43,HD,98,359,35182,60,Basic,2,C,58.7441912,10,October
North,Sony,LED,PLED40,Yes,43,HD,82,361,29602,60,Basic,2,C,36.7151195,10,October
South,Sony,LED,LED50U,Yes,43,HD,93,361,33573,60,Basic,2,C,88.1162868,10,October
North,Sony,LED,PLED50S,Yes,43,HD,82,362,29684,60,Basic,2,C,29.3720956,10,October
North,LG,LED,LED55,Yes,43,UHD,82,362,29684,120,Basic,2,C,40.05285764,4,October
North,Sony,LED,PLED32,Yes,43,HD,82,362,29684,60,Basic,2,C,45.89389938,10,October
South,LG,LED,PLED32,Yes,43,UHD,93,362,33666,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED32,Yes,43,UHD,82,362,29684,60,Basic,2,C,45.89389938,10,October
North,LG,LED,PLED40S,Yes,43,UHD,82,363,29766,60,Basic,2,C,36.7151195,10,October
Beirut,TCL,LED,PLED40S,Yes,65,HD,92,363,33396,120,Premium,2,E,137.6816981,4,October
Bekaa,Panasonic,LED,LED50S,Yes,52,HD,113,364,41132,60,Basic,3,A,35.81962878,10,October
North,Sony,LED,T32,Yes,43,UHD,82,365,29930,60,Basic,2,C,45.89389938,10,October
Beirut,Sony,LED,PLED40S,Yes,43,UHD,100,366,36600,60,Basic,2,C,36.7151195,10,October
South,Sony,LED,PLED50S,Yes,43,UHD,93,366,34038,60,Basic,2,C,29.3720956,10,October
North,LG,LED,PLED32S,Yes,43,UHD,82,367,30094,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED32S,Yes,43,UHD,83,367,30461,60,Basic,2,C,45.89389938,10,October
North,LG,LED,PLED50S,Yes,45,HD,82,368,30176,60,Basic,2,C,29.3720956,10,October
South,Panasonic,LED,PLED40,Yes,45,HD,93,368,34224,60,Basic,2,C,36.7151195,10,October
Beirut,LG,LED,LED55U,Yes,45,HD,102,369,37638,120,Basic,2,C,80.10571528,4,October
North,LG,LED,LED55U,Yes,45,HD,82,369,30258,120,Basic,2,C,80.10571528,4,October
North,LG,LED,PLED41,Yes,45,HD,82,370,30340,60,Basic,2,C,53.72944317,10,October
South,Panasonic,LED,PLED32S,Yes,45,HD,93,370,34410,60,Basic,2,C,45.89389938,10,October
South,Panasonic,LED,PLED32S,Yes,45,HD,93,372,34596,60,Basic,2,C,45.89389938,10,October
South,LG,LED,PLED29,Yes,45,HD,93,372,34596,60,Basic,2,C,50.64154414,10,October
North,Sony,LED,PLED32,Yes,45,HD,82,374,30668,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED50,Yes,45,HD,82,374,30668,60,Basic,2,C,29.3720956,10,October
South,Sony,LED,LED 55U,Yes,45,HD,93,374,34782,120,Basic,2,C,80.10571528,4,October
Beirut,Sony,LED,LED65U,Yes,45,HD,100,375,37500,120,Basic,2,C,67.78175908,4,October
North,Sony,LED,PLED50S,Yes,45,HD,81,376,30456,60,Basic,2,C,29.3720956,10,October
Beirut,Sony,LED,LED55,Yes,45,HD,102,376,38352,120,Basic,2,C,40.05285764,4,October
South,Sony,LED,PLED43S,Yes,45,HD,93,377,35061,60,Basic,2,C,51.2303993,10,October
Beirut,TCL,LED,LED50S,Yes,45,HD,98,377,36946,120,Premium,2,C,19.58139707,4,October
South,LG,LED,LED65U,Yes,45,FHD,93,377,35061,120,Basic,2,C,67.78175908,4,October
South,Sony,LED,PLED32S,Yes,45,HD,93,378,35154,60,Basic,2,C,45.89389938,10,October
South,LG,LED,PLED32,Yes,45,FHD,93,378,35154,60,Basic,2,C,45.89389938,10,October
North,LG,LED,PLED32S,Yes,45,FHD,82,379,31078,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,LED55U,Yes,45,FHD,82,379,31078,120,Basic,2,C,80.10571528,4,October
South,LG,LED,PLED41,Yes,45,FHD,93,379,35247,60,Basic,2,C,53.72944317,10,October
Beirut,LG,LED,LED52,Yes,45,FHD,100,380,38000,120,Basic,2,C,42.36359942,4,October
North,Panasonic,LED,PLED43S,Yes,45,FHD,82,380,31160,60,Basic,2,C,51.2303993,10,October
South,LG,LED,PLED43S,Yes,45,FHD,93,380,35340,60,Basic,2,C,51.2303993,10,October
North,LG,LED,PLED32,Yes,45,FHD,82,381,31242,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED32S,Yes,45,FHD,82,381,31242,60,Basic,2,C,45.89389938,10,October
North,TCL,LED,LED52,Yes,75,HD,60,381,22860,60,Basic,3,C,151.9246324,10,October
Beirut,LG,LED,PLED40,Yes,45,FHD,101,382,38582,60,Basic,2,C,36.7151195,10,October
North,Samsung,LED,LED50S,Yes,45,UHD,82,382,31324,120,Premium,2,C,75.96231621,4,October
North,Sony,LED,PLED50,Yes,45,FHD,82,383,31406,60,Basic,2,C,29.3720956,10,October
South,Panasonic,LED,PLED45S,Yes,45,FHD,93,383,35619,60,Basic,2,C,32.63566178,10,October
South,LG,LED,PLED32,Yes,45,FHD,93,384,35712,60,Basic,2,C,45.89389938,10,October
North,LG,LED,PLED50,Yes,45,FHD,82,385,31570,60,Basic,2,C,29.3720956,10,October
South,Panasonic,LED,LED65U,Yes,45,FHD,93,385,35805,120,Basic,2,C,67.78175908,4,October
South,Panasonic,LED,PLED32S,Yes,45,FHD,93,386,35898,60,Basic,2,C,45.89389938,10,October
North,LG,LED,LED50U,Yes,45,UHD,82,387,31734,60,Basic,2,C,88.1162868,10,October
North,LG,LED,PLED25,Yes,45,FHD,82,387,31734,60,Basic,2,C,58.7441912,10,October
North,Panasonic,LED,LED65U,Yes,45,UHD,82,387,31734,120,Basic,2,C,67.78175908,4,October
North,Sony,LED,LED55,Yes,45,FHD,82,387,31734,120,Basic,2,C,40.05285764,4,October
North,Sony,LED,T40,Yes,45,UHD,82,388,31816,60,Basic,2,C,36.7151195,10,October
North,Sony,LED,PLED32,Yes,45,UHD,82,388,31816,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED32S,Yes,45,UHD,82,388,31816,60,Basic,2,C,45.89389938,10,October
South,Panasonic,LED,PLED32S,Yes,45,UHD,93,388,36084,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED32S,Yes,45,UHD,83,388,32204,60,Basic,2,C,45.89389938,10,October
South,LG,LED,LED55U,Yes,45,UHD,93,392,36456,120,Basic,2,C,80.10571528,4,October
North,Panasonic,LED,PLED32S,Yes,45,UHD,81,394,31914,60,Basic,2,C,45.89389938,10,October
South,Sony,LED,PLED32S,Yes,45,UHD,93,394,36642,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED29,Yes,45,UHD,82,395,32390,60,Basic,2,C,50.64154414,10,October
North,Sony,LED,PLED50,Yes,45,UHD,82,396,32472,60,Basic,2,C,29.3720956,10,October
South,Sony,LED,PLED32,Yes,45,UHD,93,396,36828,60,Basic,2,C,45.89389938,10,October
North,LG,LED,PLED50,Yes,45,UHD,82,397,32554,60,Basic,2,C,29.3720956,10,October
North,Panasonic,LED,PLED41,Yes,45,UHD,82,397,32554,60,Basic,2,C,53.72944317,10,October
Beirut,Sony,LED,PLED25,Yes,45,UHD,102,397,40494,60,Basic,2,C,58.7441912,10,October
North,Panasonic,LED,PLED32,Yes,45,UHD,82,398,32636,60,Basic,2,C,45.89389938,10,October
South,Sony,LED,PLED50S,Yes,45,UHD,93,398,37014,60,Basic,2,C,29.3720956,10,October
North,Panasonic,LED,PLED40,Yes,50,HD,82,399,32718,60,Basic,2,C,36.7151195,10,October
North,Sony,LED,PLED32,Yes,50,HD,82,399,32718,60,Basic,2,C,45.89389938,10,October
South,Panasonic,LED,PLED32,Yes,50,HD,93,400,37200,60,Basic,2,C,45.89389938,10,October
North,LG,LED,T50,Yes,43,UHD,94,402,37788,120,Basic,3,E,40.05285764,4,October
North,Sony,LED,LED55U,Yes,50,FHD,82,403,33046,120,Basic,2,C,80.10571528,4,October
North,Sony,LED,PLED25,Yes,50,HD,81,404,32724,60,Basic,2,C,58.7441912,10,October
Beirut,Sony,LED,PLED43S,Yes,50,HD,100,405,40500,60,Basic,2,C,51.2303993,10,October
North,Sony,LED,LED50S,Yes,50,HD,82,405,33210,60,Basic,2,C,29.3720956,10,October
North,Sony,LED,PLED25,Yes,50,HD,81,407,32967,60,Basic,2,C,58.7441912,10,October
South,Sony,LED,PLED43,Yes,50,HD,93,407,37851,60,Basic,2,C,51.2303993,10,October
South,Sony,LED,T40,Yes,50,HD,93,407,37851,60,Basic,2,C,36.7151195,10,October
North,Panasonic,LED,PLED50,Yes,50,HD,82,409,33538,60,Basic,2,C,29.3720956,10,October
North,Panasonic,LED,PLED32,Yes,50,HD,82,409,33538,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED40,Yes,50,HD,82,410,33620,60,Basic,2,C,36.7151195,10,October
North,Sony,LED,PLED50S,Yes,50,HD,83,410,34030,60,Basic,2,C,29.3720956,10,October
South,Panasonic,LED,PLED32S,Yes,50,HD,93,411,38223,60,Basic,2,C,45.89389938,10,October
South,Sony,LED,PLED29,Yes,50,HD,93,411,38223,60,Basic,2,C,50.64154414,10,October
North,Sony,LED,PLED29,Yes,50,HD,82,412,33784,60,Basic,2,C,50.64154414,10,October
North,Sony,LED,PLED50S,Yes,50,FHD,82,413,33866,60,Basic,2,C,29.3720956,10,October
Beirut,Sony,LED,PLED29,Yes,50,FHD,98,416,40768,60,Basic,2,C,50.64154414,10,October
South,Panasonic,LED,PLED32S,Yes,50,FHD,93,416,38688,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED41S,Yes,50,FHD,82,417,34194,60,Basic,2,C,53.72944317,10,October
Beirut,Sony,LED,PLED32,Yes,50,FHD,99,417,41283,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED45S,Yes,50,FHD,82,418,34276,60,Basic,2,C,32.63566178,10,October
North,Sony,LED,PLED32,Yes,50,FHD,81,419,33939,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED29,Yes,50,FHD,82,419,34358,60,Basic,2,C,50.64154414,10,October
Beirut,Panasonic,LED,PLED50S,Yes,50,FHD,100,419,41900,60,Basic,2,C,29.3720956,10,October
Beirut,Panasonic,LED,PLED50S,Yes,50,FHD,102,420,42840,60,Basic,2,C,29.3720956,10,October
South,Sony,LED,LED55,Yes,50,FHD,93,422,39246,120,Basic,2,C,40.05285764,4,October
Mount Lebanon,Sony,LED,PLED40,Yes,65,FHD,92,422,38824,120,Basic,2,A,110.1453585,4,October
North,Panasonic,LED,PLED32,Yes,50,FHD,82,423,34686,60,Basic,2,C,45.89389938,10,October
North,Sony,LED,PLED32S,Yes,50,FHD,82,423,34686,60,Basic,2,C,45.89389938,10,October
Beirut,Panasonic,LED,PLED40,Yes,50,FHD,100,424,42400,60,Basic,2,C,36.7151195,10,October
North,Panasonic,LED,PLED32,Yes,50,FHD,82,424,34768,60,Basic,2,C,45.89389938,10,October
Beirut,Panasonic,LED,PLED32S,Yes,50,FHD,101,425,42925,60,Basic,2,C,45.89389938,10,October
North,Panasonic,LED,PLED25,Yes,50,UHD,82,428,35096,60,Basic,2,C,58.7441912,10,October
South,Panasonic,LED,LED50S,Yes,50,UHD,93,429,39897,60,Basic,2,C,29.3720956,10,October
Mount Lebanon,TCL,LED,T40,Yes,52,UHD,51,429,21879,120,Enhanced,3,C,58.7441912,4,October
North,Panasonic,LED,T43,Yes,50,UHD,82,430,35260,60,Basic,2,C,34.15359954,10,October
North,Sony,LED,PLED32S,Yes,50,UHD,82,431,35342,60,Basic,2,C,45.89389938,10,October
North,LG,LED,LED50S,Yes,50,UHD,82,431,35342,60,Premium,2,C,84.72719885,10,October
North,Panasonic,LED,LED50U,Yes,50,UHD,82,432,35424,60,Basic,2,C,88.1162868,10,October
South,LG,LED,T58,Yes,40,FHD,89,432,38448,120,Basic,3,C,34.15359954,4,October
North,Panasonic,LED,LED55U,Yes,50,UHD,82,433,35506,120,Basic,2,C,80.10571528,4,October
North,Sony,LED,LED50U,Yes,50,UHD,82,435,35670,60,Basic,2,B,88.1162868,10,October
Beirut,Sony,LED,PLED32,Yes,50,UHD,102,435,44370,60,Basic,2,B,45.89389938,10,October
Beirut,Sony,LED,PLED29,Yes,50,UHD,99,435,43065,60,Basic,2,B,50.64154414,10,October
North,Panasonic,LED,PLED32S,Yes,50,UHD,82,435,35670,60,Basic,2,B,45.89389938,10,October
North,Panasonic,LED,T32,Yes,50,UHD,82,436,35752,60,Basic,2,B,45.89389938,10,October
North,Sony,LED,PLED32,Yes,50,UHD,82,436,35752,60,Basic,2,B,45.89389938,10,October
North,TCL,LED,LED50S,Yes,50,UHD,83,436,36188,120,Premium,2,B,22.59391969,4,October
North,Panasonic,LED,LED75U,Yes,58,FHD,112,436,48832,120,Basic,3,C,25.32077207,4,October
South,Panasonic,LED,PLED29,Yes,50,UHD,93,437,40641,60,Basic,2,B,50.64154414,10,October
South,Panasonic,LED,PLED50,Yes,50,UHD,93,437,40641,60,Basic,2,B,29.3720956,10,October
North,Panasonic,LED,PLED25,Yes,50,UHD,82,439,35998,60,Basic,2,B,58.7441912,10,October
South,Sony,LED,PLED40S,Yes,50,UHD,93,439,40827,60,Basic,2,B,36.7151195,10,October
South,Panasonic,LED,PLED41,Yes,52,HD,93,442,41106,60,Basic,2,B,53.72944317,10,October
South,Panasonic,LED,PLED32,Yes,52,HD,93,445,41385,60,Basic,2,B,45.89389938,10,October
North,Sony,LED,PLED50S,Yes,52,HD,82,445,36490,60,Basic,2,B,29.3720956,10,October
North,Panasonic,LED,T50,Yes,52,HD,82,446,36572,60,Basic,2,B,29.3720956,10,October
South,Panasonic,LED,PLED32,Yes,52,HD,93,446,41478,60,Basic,2,B,45.89389938,10,October
South,Sony,LED,PLED25,Yes,52,HD,93,446,41478,60,Basic,2,B,58.7441912,10,October
South,Sony,LED,PLED32,Yes,52,HD,93,447,41571,60,Basic,2,B,45.89389938,10,October
North,Sony,LED,PLED40,Yes,52,HD,82,448,36736,60,Basic,2,B,36.7151195,10,October
North,Panasonic,LED,LED65U,Yes,52,HD,82,448,36736,120,Basic,2,B,67.78175908,4,October
South,Sony,LED,LED55U,Yes,52,HD,93,448,41664,120,Basic,2,B,80.10571528,4,October
Beirut,Panasonic,LED,T32,Yes,52,HD,99,449,44451,60,Basic,2,B,45.89389938,10,October
South,Panasonic,LED,PLED43S,Yes,52,HD,93,452,42036,60,Basic,2,B,51.2303993,10,October
North,Panasonic,LED,LED52,Yes,52,HD,82,453,37146,120,Basic,2,B,42.36359942,4,October
South,Panasonic,LED,PLED43,Yes,52,HD,93,453,42129,60,Basic,2,B,51.2303993,10,October
South,Panasonic,LED,PLED50S,Yes,52,FHD,93,455,42315,60,Basic,2,B,29.3720956,10,October
South,Sony,LED,PLED32,Yes,52,HD,93,456,42408,60,Basic,2,B,45.89389938,10,October
North,Panasonic,LED,LED55U,Yes,52,FHD,82,459,37638,120,Basic,2,B,80.10571528,4,October
North,Panasonic,LED,LED55U,Yes,52,FHD,82,460,37720,120,Basic,2,B,80.10571528,4,October
Mount Lebanon,LG,LED,T50,Yes,75,UHD,110,463,50930,120,Basic,3,A,40.05285764,4,October
Beirut,Panasonic,LED,PLED25,Yes,52,FHD,98,464,45472,60,Basic,2,B,58.7441912,10,October
North,Sony,LED,PLED45S,Yes,52,FHD,82,464,38048,60,Basic,2,B,32.63566178,10,October
South,Panasonic,LED,PLED32S,Yes,52,FHD,93,465,43245,60,Basic,2,B,45.89389938,10,October
North,Panasonic,LED,PLED43S,Yes,52,FHD,82,467,38294,60,Basic,2,B,51.2303993,10,October
North,Panasonic,LED,PLED25,Yes,52,FHD,82,467,38294,60,Basic,2,B,58.7441912,10,October
North,Panasonic,LED,PLED32S,Yes,52,FHD,82,468,38376,60,Basic,2,B,45.89389938,10,October
South,Sony,LED,PLED43,Yes,52,FHD,93,470,43710,60,Basic,2,B,51.2303993,10,October
South,Panasonic,LED,T58,Yes,52,UHD,93,471,43803,120,Basic,2,B,25.32077207,4,October
Beirut,LG,LED,LED55,Yes,45,HD,101,472,47672,60,Basic,3,B,26.70190509,10,October
South,Samsung,LED,PLED40S,Yes,40,FHD,96,472,45312,120,Enhanced,3,B,176.2325736,4,October
North,Panasonic,LED,T32,Yes,52,UHD,82,474,38868,60,Basic,2,B,45.89389938,10,October
North,Sony,LED,PLED25,Yes,52,FHD,82,474,38868,60,Basic,2,B,58.7441912,10,October
North,Sony,LED,T32,Yes,52,UHD,82,478,39196,60,Basic,2,B,45.89389938,10,October
Mount Lebanon,Panasonic,LED,PLE45S,Yes,75,UHD,102,478,48756,60,Enhanced,4,C,22.59391969,10,October
South,Panasonic,LED,PLED29,Yes,52,UHD,93,480,44640,60,Basic,2,B,50.64154414,10,October
South,Sony,LED,LED65U,Yes,52,UHD,93,480,44640,120,Basic,2,B,67.78175908,4,October
North,Sony,LED,LED58U,Yes,52,UHD,82,486,39852,120,Basic,2,B,75.96231621,4,October
North,Sony,LED,PLED32,Yes,52,UHD,82,487,39934,60,Basic,2,B,45.89389938,10,October
South,Sony,LED,PLED40,Yes,52,UHD,93,489,45477,60,Basic,2,B,36.7151195,10,October
North,Panasonic,LED,LED65U,Yes,52,UHD,82,490,40180,120,Basic,2,B,67.78175908,4,October
South,Panasonic,LED,LED65U,Yes,52,UHD,93,490,45570,120,Basic,2,B,67.78175908,4,October
North,Sony,LED,PLED40,Yes,52,UHD,83,490,40670,60,Basic,2,B,36.7151195,10,October
North,Sony,LED,LED55,Yes,52,UHD,82,493,40426,120,Basic,2,B,40.05285764,4,October
South,Sony,LED,LED52,Yes,55,HD,93,501,46593,120,Basic,2,B,42.36359942,4,October
North,Sony,LED,LED55,Yes,55,HD,82,502,41164,120,Basic,2,B,40.05285764,4,October
North,Sony,LED,PLED40,Yes,55,HD,82,505,41410,60,Basic,2,B,36.7151195,10,October
North,Sony,LED,PLED32,Yes,55,HD,82,505,41410,60,Basic,2,B,45.89389938,10,October
South,Sony,LED,PLED32S,Yes,55,HD,93,507,47151,60,Basic,2,B,45.89389938,10,October
